raw,cluster,s
I haven't seen a bug like this before - its wings were long and golden.  It sort of looked like a cross between a wasp and a cricket and I didn't think we had cicada killers here.,[1],Negative ID
"I saw 2 about 100 yards from eachother. They were about the size of my entire finger. One landed on the fence and it had a big stinger that it looked like it was cleaning or something. I took some pictures, but it was really bright and they aren't very g",[1],Negative ID
In the middle of a sidewalk slab on an arterial road,[1],Negative ID
"They wouldnt land, so I couldnt get a photo",[0],Unverified
I’m from here and have been a gardener all my life this is not anything I’ve ever seen here before.  I actually sighted it a month ago three days in a row in my garden but could not get close enough to have a good enough picture.  This video shows a,[0],Negative ID
i have lived in this area for 65 years. this hornet look to be about 2.5 inches long . it entered my black bamboo and never came out. i was about 10 feet away. i never seen a hornet that big. do you want me to catch it alive ?,[1],Unverified
It was sitting on my hydrangea bush.  I did kill it.,[1],Unverified
Huge hornet with a long stinger,[0],Negative ID
Definitely a murder hornet...giant never seen one before and matches picts. I tried to catch it but no luck. Did not take pict...but we are 2 hours south of Bellingham where I saw a report so they are moving.,[0],Unverified
Saw it on the wood pile in our back yard.,[0],Unverified
"A very large, fat black and yellow wasp/hornet just flew into my kitchen, circled the room and made it's way back outside. It was easily 2 inches long. I did not get a picture.",[1],Unverified
Was flying in our kitchen,[0],Negative ID
"Seen near apple, pear, and Asian pear trees with fermenting fruit on ground. I work as a landscaper and this sure looked bigger then any wasp I've ever seen in 10 years gardening. I hope I'm wrong!",[1],Unverified
"I did not manage to take a photo, but I saw the Hornet in Coupeville Washington, I checked multiple sources for images and I made sure that it is a hornet, the hornet did not sting anyone.",[1],Unverified
Not sure if this is one,[0],Negative ID
This bee flew out of blackberry bushes and it was so large!,[0],Negative ID
Found dead on the garage floor.  No others in sight.,[1],Negative ID
"It came and went too fast for a photo, but it was large with an orangey head, I’m almost positive it was the Asian giant hornet.",[0],Unverified
"Well from these descriptions here, we think it is not the Asian hornet, but most likely a Bald-faced hornet. What ever it is it is really big and he was inside my house in my kitchen window. We trapped him in a 6"" tall clear plastic ziploc plasitc measur",[1],Negative ID
I found a few giant bees on my backyard we caught one and thought it was the only one but today I saw that there are more and they seem to have a nest underground (they keep going under the sand ) I took Picts and video on the photo seems little but it,[0],Negative ID
We caught one and have it bagged if you want it ?,[1],Negative ID
Was on a plant and she tried to capture it and it flew off.,[0],Unverified
"I seen 2 bees on August 30, I killed 1. I seen and killed 3 today 8/2 I added a picture which is no the best. I use too have all sorts of bee, honeybees, bumblebees, ect. but they have all disappeared",[1],Negative ID
"Seen in garden on oregano, 1.5-2�?long",[1],Negative ID
Found a dead one,[0],Negative ID
In my garden,[0],Negative ID
It was very large and I saw it emit some sort of spores or pheromone of some kind,[0],Negative ID
Found on log. Doesn’t look healthy. Didn’t try to fly away.,[1],Negative ID
Flew by my head and landed on a bush in my backyard,[0],Unverified
Flew in patio door at nursing facility,[1],Negative ID
I called last Friday about seeing it. Now I have it in a jar and is still alive. 425-327-5300,[0],Unverified
Huge and was trying to dive bomb us..,[1],Unverified
Very large hornet appeared to be digging in the dirt by my shed,[1],Negative ID
Appeared while gardening.  Very attracted to yard waste.  Approximately 6PM,[0],Unverified
Was waiting for a bus (stop # 973) in Mukilteo when I felt something around the front of my shirt collar. When landed on the ground I stepped on it. It was about an inch long and because he was so orange I’m curious what he might be as I’ve never see,[0],Negative ID
Bee found in horse barn trapped in spider web,[0],Negative ID
"It landed on our outside umbrella, about a foot away from where we were sitting. It was enormous...at least 2 inches long. It flew away before I could capture a photo",[0],Unverified
Flew up to me on back porch. Was over 2 inches long. Unable to take picture but matched images of these insects online.,[1],Unverified
Just found one. Destroyed it.,[1],Unverified
Found in swimming pool,[0],Negative ID
"Size and overall configuration match known parameters; however, coloration does not fully match given description.",[1],Negative ID
Yesterday in my yard. Today again same thing.,[1],Unverified
Very Large Dark Brown and Orange.  Flew into our open back door..  It was stuck between a curtain and a window so I opened the window and it flew out.  I couldn't get a picture,[1],Unverified
"This guy was about 1-3/4"" long, very long wings as well that were tan in color. Black with yellow stripes. No ordinary bee.",[1],Unverified
"This was taken from my ring camera, looks to be trapped in a spider web this is in Ocean Shores",[1],Negative ID
I did not get a picture but it looked exactly like the pictures on this site.,[0],Unverified
"I saw the biggest dang bee I've ever ,,BY FAR. Yikes",[1],Unverified
"In my back yard. Large and orange, that’s all I could tell. Tried to keep distance, but wanted to get close enough to take a good photo. Much larger than surrounding bees",[0],Negative ID
Red and orange biggest wasp I ve ever seen. It was buzzing around on a white blooming hydrangea under a quaking aspen. Lots of ants on the aspen. I was watering the bush and the wasp was not intimidated. But since I am allergic I came in the house. I wil,[1],Unverified
I believe this is a bald face hornet. Can you confirm,[1],Negative ID
"This is the third report I have made. My son, daughter-in-law, and I all saw the same type of hornet I sent photos of before. I am including photos of the dead one found in the driveway several days ago, and the one my son saw today.",[1],Negative ID
huge. It was at least 1.5 long. I got a direct shot of bee spray on it to try and ID but it flew off. This thing was huge and scared the crap out of me.,[0],Negative ID
"Found on our porch. It’s falling apart and looks very emaciated. Can’t see in the photo, but it has a stinger. It also has an antenna that has fallen off.",[1],Negative ID
"I have Moroccan Mint that honey bees are all over entire summer. I went outside and saw this massive bee/hornet. It was on the mint, but then would also chase the other honey bees aggressively. After I took these pictures, another one showed up and they",[1],Negative ID
Is this just a large yellow jacket or this giant hornet?,[0],Unverified
Possible Asian giant? Would be good to know.,[0],Negative ID
