num,raw,processed,status,,,,,,,,,,,,,,,,,,,,,,,,
3718,Was at the Lower Campground at Fort Flagler State park. As soon as I saw it I said hey it’s one of those giant hornets! Only stayed for a few seconds and I didn’t see it again. Very large !,"['Was', 'Lower', 'Campground', 'Fort', 'Flagler', 'State', 'park', 'soon', 'saw', 'say', 'hey', 'one', 'giant', 'hornets', 'Only', 'stayed', 'second', 'see', 'Very', 'large']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
3719,largest bee I have ever seen. I have lived here for 69 years. the bee was flying around under my eaves like it was looking for someplace to nest.,"['large', 'bee', 'ever', 'see', 'live', 'year', 'bee', 'fly', 'around', 'eaves', 'like', 'look', 'someplace', 'nest']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
3720,We caught it in a jar.,"['caught', 'jar']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
3721,"Noticed what appeared to be an Asian Giant Hornet on the pedestrian bridge above the Skagit River at Trail of the Cedars park in Newhalem, Washington around Noon today. not sure whether it was alive (it looked to be resting). When I walked past the spot","['Noticed', 'appear', 'Asian', 'Giant', 'Hornet', 'pedestrian', 'bridge', 'Skagit', 'River', 'Trail', 'Cedars', 'park', 'Newhalem', 'Washington', 'around', 'Noon', 'today', 'sure', 'whether', 'alive', 'look', 'rest', 'When', 'walk', 'past', 'spot']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
3722,We thought this was a cicada killer but now concerned that it may have been an Asian Giant Hornet after seeing a news video,"['think', 'cicada', 'killer', 'concerned', 'may', 'Asian', 'Giant', 'Hornet', 'see', 'news', 'video']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
3723,On a walk we observed a large hornet. It struck both of us as unusual because it was about 2 inches in length and the body was wide.  Neither of us had a phone to take a pic. Do not remember if it had a orange face. It was certainly unlike any bee we hav,"['walk', 'observe', 'large', 'hornet', 'strike', 'unusual', 'inch', 'length', 'body', 'wide', 'Neither', 'phone', 'take', 'pic', 'remember', 'orange', 'face', 'certainly', 'unlike', 'bee', 'hav']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
3724,"When the leaves dropped from a large maple tree in the yard, a hornet's appeared near the top of the tree, approximately 50 feet above the ground.  It's the size of a soccer ball.  We've near a nest like this in any of our trees.  My wife and I have not","['When', 'leave', 'drop', 'large', 'maple', 'tree', 'yard', 'hornet', 'appear', 'near', 'top', 'tree', 'approximately', 'foot', 'ground', 'size', 'soccer', 'ball', 'near', 'nest', 'like', 'tree', 'wife']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
3725,"I just submitted a report from my cell phone, but may have forgotten to add my name and contact information.  The address is 929 Lawson Road, Camano Island.  The pin is located over the tree where the next is located.","['submit', 'report', 'cell', 'phone', 'may', 'forget', 'add', 'name', 'contact', 'information', 'The', 'address', '929', 'Lawson', 'Road', 'Camano', 'Island', 'The', 'pin', 'locate', 'tree', 'next', 'locate']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
3726,Caught in web,"['Caught', 'web']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
3727,Possible sighting near BP IN BLAINE off Jackson rd,"['Possible', 'sight', 'near', 'BLAINE', 'Jackson']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
3728,Flew away before I could get a pic. Will try to find it again,"['Flew', 'away', 'could', 'get', 'pic', 'Will', 'try', 'find']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
3729,"Didn't get a pic, I didn't have my phone on me and wanted to make sure it didn't fly into my garage. But I know I Google it the day of, and Google didn't have a correct picture for me, so I thought I'd just happened to be a large wasp.","['Didn', 'get', 'pic', 'phone', 'want', 'make', 'sure', 'fly', 'garage', 'But', 'know', 'Google', 'day', 'Google', 'correct', 'picture', 'think', 'happen', 'large', 'wasp']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
3730,I found a decapitated bee on my fence. I don’t know if this was done by a hornet or what. I haven’t seen any giant hornets. Picture is of decapitated bee. Not sure if this is useful or not for your efforts?,"['find', 'decapitate', 'bee', 'fence', 'know', 'do', 'hornet', 'see', 'giant', 'hornet', 'Picture', 'decapitate', 'bee', 'Not', 'sure', 'useful', 'effort']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
3731,Catch and release from inside house,"['Catch', 'release', 'inside', 'house']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
3732,"Date approx. Honeybees (about 20) gathering from mint plants. 2 or 3 orange faced hornets also gathering. Bees and hornets were getting along fine, seemed docile but busy. Hornets disappeared after about a week .","['Date', 'approx', 'Honeybees', 'gathering', 'mint', 'plant', 'orange', 'face', 'hornet', 'also', 'gather', 'Bees', 'hornet', 'get', 'along', 'fine', 'seem', 'docile', 'busy', 'Hornets', 'disappear', 'week']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
3733,"It was very long, bright and flying low","['long', 'bright', 'fly', 'low']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
3734,riding by cell phone tower saw aisian hornets in nest on cell tower albertsons parking lot indian trail road spokane washingtonl,"['rid', 'cell', 'phone', 'tower', 'saw', 'aisian', 'hornet', 'nest', 'cell', 'tower', 'albertsons', 'park', 'lot', 'indian', 'trail', 'road', 'spokane', 'washingtonl']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
3735,Definitely a giant hornet. Couldn’t believe it’s size!,"['Definitely', 'giant', 'hornet', 'Couldn', 'believe', 'size']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
3736,"My 17 year old son was running and was stung by a giant hornet. He did not get a picture as he was trying to get away from the other ones (5-7 more). He was at 166th Way SE & SE 73rd Street in Bellevue, Washington","['year', 'old', 'son', 'run', 'stung', 'giant', 'hornet', 'get', 'picture', 'try', 'get', 'away', 'one', '166th', 'Way', '73rd', 'Street', 'Bellevue', 'Washington']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
3737,We found a big bee not sure what it is.,"['find', 'big', 'bee', 'sure']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
3738,"We kept our distance as it was huge. It landed on a blade of tall grass near us, and left shortly after. We were at Anderson Point campground at Baker Lake. At the time we didn't have service to verify the species..","['kept', 'distance', 'huge', 'land', 'blade', 'tall', 'grass', 'near', 'leave', 'shortly', 'Anderson', 'Point', 'campground', 'Baker', 'Lake', 'time', 'service', 'verify', 'specie']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
3739,saw hornet doing something and saw it eat a bee,"['saw', 'hornet', 'something', 'saw', 'eat', 'bee']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
3740,"Huge, different from a yellow jacket, likes to burrow in plant pots soil","['Huge', 'different', 'yellow', 'jacket', 'like', 'burrow', 'plant', 'pot', 'soil']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
3741,"I've been seeing these things on North Camano around the Utsalady area, probably not giant hornets but bigger than I've ever seen. This one was lodged halfway in the ground I think I accidentally stepped on it. Sorry for the blurry picture, I'll take a b","['see', 'thing', 'North', 'Camano', 'around', 'Utsalady', 'area', 'probably', 'giant', 'hornet', 'big', 'ever', 'see', 'This', 'one', 'lodge', 'halfway', 'ground', 'think', 'accidentally', 'step', 'Sorry', 'blurry', 'picture', 'take']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
3742,"I have two honey bee hives. I was cleaning my deck this afternoon, and found what looks to be a body of an Asian killer hornet. It has faded a little, but appears to have had vibrant colors.","['two', 'honey', 'bee', 'hive', 'clean', 'deck', 'afternoon', 'find', 'look', 'body', 'Asian', 'killer', 'hornet', 'fade', 'little', 'appear', 'vibrant', 'color']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
3743,I could not put the time on the detection date because the setup won't let me.  It was 2:00pm.  Also I cannot seem to send the picture to you from my phone or from my email.  I don't know your website but I'll try sending it.,"['could', 'put', 'time', 'detection', 'date', 'setup', 'let', '00pm', 'Also', 'cannot', 'seem', 'send', 'picture', 'phone', 'email', 'know', 'website', 'try', 'send']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
3744,"Clearing Ivy under a tree, saw odd looking orange bee with unusual buzzing sound. Kept working, got a very painful sting that is persisting today. Unfortunately I covered all the cleared Ivy with wood chip and could not find any of them when I realized w","['Clearing', 'Ivy', 'tree', 'saw', 'odd', 'look', 'orange', 'bee', 'unusual', 'buzzing', 'sound', 'Kept', 'work', 'get', 'painful', 'sting', 'persist', 'today', 'Unfortunately', 'cover', 'clear', 'Ivy', 'wood', 'chip', 'could', 'find', 'realized']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
3745,"A flying insect 4.5 to 5 cm long flew to me to check me out while sitting along the shore after noon on 12 Sept 20.  Sorry not to report this sooner.  It was ~1 cm thick. and did not have large wings like a moth.  It was not a salmon fly,  Near the float","['fly', 'insect', 'long', 'fly', 'check', 'sit', 'along', 'shore', 'noon', 'Sept', 'Sorry', 'report', 'sooner', 'thick', 'large', 'wing', 'like', 'moth', 'salmon', 'fly', 'Near', 'float']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
3746,There is no mistaking what this was. It was huge I’ve never seen anything quite like it. I was caught off guard by the size and the richness in color by the time I reached for my phone to take a picture it was gone. I was at Lowe’s in Everett Washing,"['There', 'mistake', 'huge', 'never', 'see', 'anything', 'quite', 'like', 'catch', 'guard', 'size', 'richness', 'color', 'time', 'reach', 'phone', 'take', 'picture', 'go', 'Lowe', 'Everett', 'Washing']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
3747,WE LIVE ON BURK RD BLAINE WA. West of sunrise  rd. We originally reported in May. In late July we saw 1 on our house. September 2 additional close to the house. 3 of 4 were heading north in late afternoon/evening.,"['LIVE', 'BURK', 'BLAINE', 'West', 'sunrise', 'originally', 'report', 'May', 'late', 'July', 'saw', 'house', 'September', 'additional', 'close', 'house', 'head', 'north', 'late', 'afternoon', 'evening']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
3748,Still alive . more than one,"['Still', 'alive', 'one']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
3749,"I saw it outside my garage.  It landed on the wall and I grabbed a brown to try to kill it so I could save it.  But it flew away before I could swat it. I would say it was probably 1"" x 3/4"".  Bigger than any bee I've ever seen.","['saw', 'outside', 'garage', 'land', 'wall', 'grab', 'brown', 'try', 'kill', 'could', 'save', 'But', 'fly', 'away', 'could', 'swat', 'would', 'say', 'probably', 'Bigger', 'bee', 'ever', 'see']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
3750,About 1.5�?long.,"['About', 'long']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
3751,It's huge a,['huge'],Unverified,,,,,,,,,,,,,,,,,,,,,,,,
3752,"We do not have a photo , we have the dead hornet","['photo', 'dead', 'hornet']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
3753,This hornet is about 2 inches long,"['This', 'hornet', 'inch', 'long']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
3754,Found in garden,"['Found', 'garden']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
3755,"Over the summer (I don't remember when), I had an almost 2"" insect fly up near me as I sat on my back porch. It was black and orange, not hairy, no wasp waist. I live in North Seattle, farther south than other reports so I thought you should know. I was","['Over', 'summer', 'remember', 'almost', 'insect', 'fly', 'near', 'sit', 'back', 'porch', 'black', 'orange', 'hairy', 'wasp', 'waist', 'live', 'North', 'Seattle', 'farther', 'south', 'report', 'think', 'know']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
3756,Inch and a half long. Looks just like other pictures of murder hornets. Was unable to catch.,"['Inch', 'half', 'long', 'Looks', 'like', 'picture', 'murder', 'hornet', 'Was', 'unable', 'catch']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
3757,"Flew into my house, landed on sprinkler system and was just about half the length of the sprinkler. Flew out on its own before I could get a pic","['Flew', 'house', 'land', 'sprinkler', 'system', 'half', 'length', 'sprinkler', 'Flew', 'could', 'get', 'pic']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
3758,Pretty sure this isn’t an Asian hornet but I couldn’t get a good photo of its face and the back was black and orange. It was around the size of my thumb or so. I apologize if this is wasting time.,"['Pretty', 'sure', 'Asian', 'hornet', 'get', 'good', 'photo', 'face', 'back', 'black', 'orange', 'around', 'size', 'thumb', 'apologize', 'wasting', 'time']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
3759,Not sure what this is?,"['Not', 'sure']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
3760,Observed close to the ground. Was stung by a large insect approximately 3inches long. Yellow head and striped black and yellow torso. Painful bite with stinging lasting 2 days following,"['Observed', 'close', 'ground', 'Was', 'stung', 'large', 'insect', 'approximately', '3inches', 'long', 'Yellow', 'head', 'strip', 'black', 'yellow', 'torso', 'Painful', 'bite', 'sting', 'lasting', 'day', 'follow']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
3761,"It did not fly away.  Thought it was sick or a baby something? We didn't know what the insect was. Upon further investigation, I believe it could be an Asian hornet... the picture I took shows similar characteristics of the Asian Hornet. Big round orange","['fly', 'away', 'Thought', 'sick', 'baby', 'something', 'know', 'insect', 'Upon', 'investigation', 'believe', 'could', 'Asian', 'hornet', 'picture', 'take', 'show', 'similar', 'characteristic', 'Asian', 'Hornet', 'Big', 'round', 'orange']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
3762,"its about 1""+ long and have caught it alive","['long', 'caught', 'alive']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
3763,Noticed it flying around our arbor that has flowers growing on it.,"['Noticed', 'fly', 'around', 'arbor', 'flower', 'grow']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
3764,"1"" long, unusual colors","['long', 'unusual', 'color']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
3765,This hornet was in our house today. It was 1.5 inches big. And large fat.,"['This', 'hornet', 'house', 'today', 'inch', 'big', 'And', 'large', 'fat']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
3766,This video was picked up by my backyard Blink camera,"['This', 'video', 'pick', 'backyard', 'Blink', 'camera']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
3767,Is hornet was buzzing outside my kitchen window just now. It is the biggest hornet I have ever seen. I am unable to get a picture.,"['hornet', 'buzz', 'outside', 'kitchen', 'window', 'big', 'hornet', 'ever', 'see', 'unable', 'get', 'picture']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
3768,No picture it hit me in the back no sting then flew and landed on some lumber a couple feet away I ran to grab my son who was 10 ft away. I’ve lived here my entire life and never have seen a bee this large almost like a good size dragon fly bust that d,"['picture', 'hit', 'back', 'sting', 'flew', 'land', 'lumber', 'couple', 'foot', 'away', 'run', 'grab', 'son', 'away', 'lived', 'entire', 'life', 'never', 'see', 'bee', 'large', 'almost', 'like', 'good', 'size', 'dragon', 'fly', 'bust']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
3769,"Not sure if it had an orange head, but it was large (1.5"") and has flown in the house twice in the past two days.  Ballard.  Will try to get a picture next time.","['Not', 'sure', 'orange', 'head', 'large', 'flown', 'house', 'twice', 'past', 'two', 'day', 'Ballard', 'Will', 'try', 'get', 'picture', 'next', 'time']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
3770,Is this a murder hornet?,"['murder', 'hornet']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
3771,90% sure of brief sighting near playground equipment at Hollywood Hill Elementary.,"['sure', 'brief', 'sight', 'near', 'playground', 'equipment', 'Hollywood', 'Hill', 'Elementary']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
3772,The hornet was dead on a ladder in our back yard.,"['The', 'hornet', 'dead', 'ladder', 'back', 'yard']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
3773,Found this guy flying in my garage.  I captured it and it is alive in a jar.,"['Found', 'guy', 'fly', 'garage', 'capture', 'alive', 'jar']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
3774,I killed about 20 of these . It was a hot dry spring . One almost killed my cat. He tried to eat it . Took my cat to the vet pulled a 1/4 inches long stinger out of his mouth.vet wanted to know what stung him he had never seen anything like it. I had alr,"['kill', 'hot', 'dry', 'spring', 'One', 'almost', 'kill', 'cat', 'try', 'eat', 'Took', 'cat', 'vet', 'pull', 'inch', 'long', 'stinger', 'mouth', 'vet', 'want', 'know', 'stung', 'never', 'see', 'anything', 'like', 'alr']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
